excel_row,reason,compte,centre,designation,montant
428,invalid_required_fields,6041100,93.1.8.2 Division des archives,MEDICAMENT ET CONSOMMABLE,None
437,invalid_required_fields,6631200,93.3.8.3 endoscopie,INDEMNITES DE TRANSPORT,None
449,invalid_required_fields,6631200,93.3.20.2 Hospitalisations Ophtalmologie,INDEMNITES DE TRANSPORT,None
457,invalid_required_fields,6631200,93.3.15.1 Consultations Orthopédie,INDEMNITES DE TRANSPORT,None
458,invalid_required_fields,6631200,93.3.15.2 Hospitalisations Orthopédie,INDEMNITES DE TRANSPORT,None
459,invalid_required_fields,6631200,93.3.15.3 Actes chirurgicaux Orthopédie,INDEMNITES DE TRANSPORT,None
471,invalid_required_fields,6631200,93.1.14.1 Pharmacie IB,INDEMNITES DE TRANSPORT,None
477,invalid_required_fields,6631200,93.3.3.2 Mise en Observations Consultations externes,INDEMNITES DE TRANSPORT,None
479,invalid_required_fields,6631200,93.3.7.1 consultations Dermatologie,INDEMNITES DE TRANSPORT,None
480,invalid_required_fields,6631200,93.3.7.2 Hospitalisations Dermatologie,INDEMNITES DE TRANSPORT,None
481,invalid_required_fields,6631200,93.3.7.3 Actes Dermatologie,INDEMNITES DE TRANSPORT,None
482,invalid_required_fields,6631200,93.3.6.1 consultations Cardiologie,INDEMNITES DE TRANSPORT,None
483,invalid_required_fields,6631200,93.3.6.2 hospitalisations Cardiologie,INDEMNITES DE TRANSPORT,None
484,invalid_required_fields,6631200,93.3.6.3 ECG,INDEMNITES DE TRANSPORT,None
485,invalid_required_fields,6631200,93.3.6.4 MAPA,INDEMNITES DE TRANSPORT,None
486,invalid_required_fields,6631200,93.3.6.5 Echocoeur,INDEMNITES DE TRANSPORT,None
487,invalid_required_fields,6631200,93.3.6.6 Holter,INDEMNITES DE TRANSPORT,None
491,invalid_required_fields,6631200,93.3.12.1 Consultations Néphrologie Hémodialyse,INDEMNITES DE TRANSPORT,None
492,invalid_required_fields,6631200,93.3.12.2 Hospitalisations de jour Néphrologie Hémodialyse,INDEMNITES DE TRANSPORT,None
493,invalid_required_fields,6631200,93.3.12.3 Dialyse,INDEMNITES DE TRANSPORT,None
494,invalid_required_fields,6631200,93.3.18.1 Consultations Urologie,INDEMNITES DE TRANSPORT,None
495,invalid_required_fields,6631200,93.3.18.2 Hospitalisations Urologie,INDEMNITES DE TRANSPORT,None
496,invalid_required_fields,6631200,93.3.18.3 actes Urologie,INDEMNITES DE TRANSPORT,None
498,invalid_required_fields,6631200,93.1.1.2.1 CA,INDEMNITES DE TRANSPORT,None
499,invalid_required_fields,6631200,93.1.1.2.2 CME,INDEMNITES DE TRANSPORT,None
500,invalid_required_fields,6631200,93.1.1.2.3 CTE,INDEMNITES DE TRANSPORT,None
501,invalid_required_fields,6631200,93.1.1.2.4 Commission de passation des marchés,INDEMNITES DE TRANSPORT,None
514,invalid_required_fields,6631200,93.1.3.3 division suivi budgétaire,INDEMNITES DE TRANSPORT,None
516,invalid_required_fields,6631200,93.1.11.1 Brancardage,INDEMNITES DE TRANSPORT,None
517,invalid_required_fields,6631200,93.1.11.2 Division qualité ,INDEMNITES DE TRANSPORT,None
518,invalid_required_fields,6631200,93.1.11.3 Division formation,INDEMNITES DE TRANSPORT,None
519,invalid_required_fields,6631200,93.1.11.4.1 CLIN,INDEMNITES DE TRANSPORT,None
520,invalid_required_fields,6631200,93.1.11.4.2 Comité 5S,INDEMNITES DE TRANSPORT,None
522,invalid_required_fields,6631200,93.1.9.2 Cellule de communication,INDEMNITES DE TRANSPORT,None
524,invalid_required_fields,6631200,93.1.9.4 Prise en charge des Cas sociaux,INDEMNITES DE TRANSPORT,None
525,invalid_required_fields,6631200,93.1.9.5 MAGAL,INDEMNITES DE TRANSPORT,None
526,invalid_required_fields,6631200,93.1.5.1 Secrétariat RH,INDEMNITES DE TRANSPORT,None
527,invalid_required_fields,6631200,93.1.5.2.1 Administration du personnel,INDEMNITES DE TRANSPORT,None
528,invalid_required_fields,6631200,93.1.5.2.2 Gestion de la paie,INDEMNITES DE TRANSPORT,None
529,invalid_required_fields,6631200,93.1.5.3.1 Bureau formation,INDEMNITES DE TRANSPORT,None
530,invalid_required_fields,6631200,93.1.5.3.2 Gestion des carrières et des compétences,INDEMNITES DE TRANSPORT,None
531,invalid_required_fields,6631200,93.1.5.3.3 CHST,INDEMNITES DE TRANSPORT,None
532,missing_centre_after_creation,6631200,"93.1. 12.2 Division génie-civil (infrastructures, etc)",INDEMNITES DE TRANSPORT,473200
533,missing_centre_after_creation,6631200,93.1. 12.3 Division biomédicale,INDEMNITES DE TRANSPORT,283920
534,missing_centre_after_creation,6631200,93.1. 12.4 Cellule informatique et télécoms,INDEMNITES DE TRANSPORT,283920
535,missing_centre_after_creation,6631200,93.1. 12.5 magasin STM,INDEMNITES DE TRANSPORT,851760
536,missing_centre_after_creation,6631200,93.1. 13.1 Division hygiène,INDEMNITES DE TRANSPORT,374400
537,missing_centre_after_creation,6631200,93.1. 13.2 Division sécurité,INDEMNITES DE TRANSPORT,374400
540,invalid_required_fields,6631200,93.1.8.1 SIH,INDEMNITES DE TRANSPORT,None
541,invalid_required_fields,6631200,93.1.8.2 Division des archives,INDEMNITES DE TRANSPORT,None
545,invalid_required_fields,6631300,93.3.8.3 endoscopie,INDEMNITES DE LOGEMENT,None
557,invalid_required_fields,6631300,93.3.20.2 Hospitalisations Ophtalmologie,INDEMNITES DE LOGEMENT,None
579,invalid_required_fields,6631300,93.1.14.1 Pharmacie IB,INDEMNITES DE LOGEMENT,None
585,invalid_required_fields,6631300,93.3.3.2 Mise en Observations Consultations externes,INDEMNITES DE LOGEMENT,None
587,invalid_required_fields,6631300,93.3.7.1 consultations Dermatologie,INDEMNITES DE LOGEMENT,None
588,invalid_required_fields,6631300,93.3.7.2 Hospitalisations Dermatologie,INDEMNITES DE LOGEMENT,None
589,invalid_required_fields,6631300,93.3.7.3 Actes Dermatologie,INDEMNITES DE LOGEMENT,None
600,invalid_required_fields,6631300,93.3.12.2 Hospitalisations de jour Néphrologie Hémodialyse,INDEMNITES DE LOGEMENT,None
605,invalid_required_fields,6631300,93.1.1.1 Secrétariat Direction,INDEMNITES DE LOGEMENT,None
606,invalid_required_fields,6631300,93.1.1.2.1 CA,INDEMNITES DE LOGEMENT,None
607,invalid_required_fields,6631300,93.1.1.2.2 CME,INDEMNITES DE LOGEMENT,None
608,invalid_required_fields,6631300,93.1.1.2.3 CTE,INDEMNITES DE LOGEMENT,None
609,invalid_required_fields,6631300,93.1.1.2.4 Commission de passation des marchés,INDEMNITES DE LOGEMENT,None
610,invalid_required_fields,6631300,93.1.2.1 Secrétariat SAF,INDEMNITES DE LOGEMENT,None
611,invalid_required_fields,6631300,93.1.2.2.1 Bureau de la facturation,INDEMNITES DE LOGEMENT,None
612,invalid_required_fields,6631300,93.1.2.2.2 Bureau des entrées,INDEMNITES DE LOGEMENT,None
613,invalid_required_fields,6631300,93.1.2.3.1 Cuisine,INDEMNITES DE LOGEMENT,None
614,invalid_required_fields,6631300,93.1.2.3.2 Buanderie,INDEMNITES DE LOGEMENT,None
615,invalid_required_fields,6631300,93.1.2.3.3 Parc automobile,INDEMNITES DE LOGEMENT,None
616,invalid_required_fields,6631300,93.1.6.1 Secrétariat ACP,INDEMNITES DE LOGEMENT,None
617,invalid_required_fields,6631300,93.1.6.2.1 Caisse dépenses,INDEMNITES DE LOGEMENT,None
618,invalid_required_fields,6631300,93.1.6.2.2 Caisse recettes (caisse principale),INDEMNITES DE LOGEMENT,None
619,invalid_required_fields,6631300,93.1.6.3 Division recouvrement,INDEMNITES DE LOGEMENT,None
621,invalid_required_fields,6631300,93.1.3.2 division Comptabilité analytique,INDEMNITES DE LOGEMENT,None
622,invalid_required_fields,6631300,93.1.3.3 division suivi budgétaire,INDEMNITES DE LOGEMENT,None
624,invalid_required_fields,6631300,93.1.11.1 Brancardage,INDEMNITES DE LOGEMENT,None
625,invalid_required_fields,6631300,93.1.11.2 Division qualité ,INDEMNITES DE LOGEMENT,None
627,invalid_required_fields,6631300,93.1.11.4.1 CLIN,INDEMNITES DE LOGEMENT,None
628,invalid_required_fields,6631300,93.1.11.4.2 Comité 5S,INDEMNITES DE LOGEMENT,None
630,invalid_required_fields,6631300,93.1.9.2 Cellule de communication,INDEMNITES DE LOGEMENT,None
632,invalid_required_fields,6631300,93.1.9.4 Prise en charge des Cas sociaux,INDEMNITES DE LOGEMENT,None
633,invalid_required_fields,6631300,93.1.9.5 MAGAL,INDEMNITES DE LOGEMENT,None
637,invalid_required_fields,6631300,93.1.5.3.1 Bureau formation,INDEMNITES DE LOGEMENT,None
639,invalid_required_fields,6631300,93.1.5.3.3 CHST,INDEMNITES DE LOGEMENT,None
640,missing_centre_after_creation,6631300,"93.1. 12.2 Division génie-civil (infrastructures, etc)",INDEMNITES DE LOGEMENT,50000
641,missing_centre_after_creation,6631300,93.1. 12.3 Division biomédicale,INDEMNITES DE LOGEMENT,30000
642,missing_centre_after_creation,6631300,93.1. 12.4 Cellule informatique et télécoms,INDEMNITES DE LOGEMENT,30000
643,missing_centre_after_creation,6631300,93.1. 12.5 magasin STM,INDEMNITES DE LOGEMENT,90000
644,missing_centre_after_creation,6631300,93.1. 13.1 Division hygiène,INDEMNITES DE LOGEMENT,592500
645,missing_centre_after_creation,6631300,93.1. 13.2 Division sécurité,INDEMNITES DE LOGEMENT,592500
653,invalid_required_fields,6638200,93.3.8.3 endoscopie,PRIMES D'INTERESSEMENT,None
665,invalid_required_fields,6638200,93.3.20.2 Hospitalisations Ophtalmologie,PRIMES D'INTERESSEMENT,None
687,invalid_required_fields,6638200,93.1.14.1 Pharmacie IB,PRIMES D'INTERESSEMENT,None
693,invalid_required_fields,6638200,93.3.3.2 Mise en Observations Consultations externes,PRIMES D'INTERESSEMENT,None
695,invalid_required_fields,6638200,93.3.7.1 consultations Dermatologie,PRIMES D'INTERESSEMENT,None
696,invalid_required_fields,6638200,93.3.7.2 Hospitalisations Dermatologie,PRIMES D'INTERESSEMENT,None
697,invalid_required_fields,6638200,93.3.7.3 Actes Dermatologie,PRIMES D'INTERESSEMENT,None
708,invalid_required_fields,6638200,93.3.12.2 Hospitalisations de jour Néphrologie Hémodialyse,PRIMES D'INTERESSEMENT,None
714,invalid_required_fields,6638200,93.1.1.2.1 CA,PRIMES D'INTERESSEMENT,None
715,invalid_required_fields,6638200,93.1.1.2.2 CME,PRIMES D'INTERESSEMENT,None
716,invalid_required_fields,6638200,93.1.1.2.3 CTE,PRIMES D'INTERESSEMENT,None
717,invalid_required_fields,6638200,93.1.1.2.4 Commission de passation des marchés,PRIMES D'INTERESSEMENT,None
730,invalid_required_fields,6638200,93.1.3.3 division suivi budgétaire,PRIMES D'INTERESSEMENT,None
732,invalid_required_fields,6638200,93.1.11.1 Brancardage,PRIMES D'INTERESSEMENT,None
733,invalid_required_fields,6638200,93.1.11.2 Division qualité ,PRIMES D'INTERESSEMENT,None
735,invalid_required_fields,6638200,93.1.11.4.1 CLIN,PRIMES D'INTERESSEMENT,None
736,invalid_required_fields,6638200,93.1.11.4.2 Comité 5S,PRIMES D'INTERESSEMENT,None
739,invalid_required_fields,6638200,93.1.11.3 Division formation,PRIMES D'INTERESSEMENT,None
740,invalid_required_fields,6638200,93.1.9.4 Prise en charge des Cas sociaux,PRIMES D'INTERESSEMENT,None
741,invalid_required_fields,6638200,93.1.9.5 MAGAL,PRIMES D'INTERESSEMENT,None
745,invalid_required_fields,6638200,93.1.5.3.1 Bureau formation,PRIMES D'INTERESSEMENT,None
747,invalid_required_fields,6638200,93.1.5.3.3 CHST,PRIMES D'INTERESSEMENT,None
748,missing_centre_after_creation,6638200,"93.1. 12.2 Division génie-civil (infrastructures, etc)",PRIMES D'INTERESSEMENT,3019675
749,missing_centre_after_creation,6638200,93.1. 12.3 Division biomédicale,PRIMES D'INTERESSEMENT,5032792
750,missing_centre_after_creation,6638200,93.1. 12.4 Cellule informatique et télécoms,PRIMES D'INTERESSEMENT,3019675
751,missing_centre_after_creation,6638200,93.1. 12.5 magasin STM,PRIMES D'INTERESSEMENT,9059025
752,missing_centre_after_creation,6638200,93.1. 13.1 Division hygiène,PRIMES D'INTERESSEMENT,5101768
753,missing_centre_after_creation,6638200,93.1. 13.2 Division sécurité,PRIMES D'INTERESSEMENT,5101768
761,invalid_required_fields,6638300,93.3.8.3 endoscopie,MOTIVATION NATIONALE,None
767,invalid_required_fields,6638300,93.3.11.3 actes Pédiatrie,MOTIVATION NATIONALE,None
773,invalid_required_fields,6638300,93.3.20.2 Hospitalisations Ophtalmologie,MOTIVATION NATIONALE,None
776,invalid_required_fields,6638300,93.3.13.2 Actes chirurgicaux Odontologie,MOTIVATION NATIONALE,None
817,invalid_required_fields,6638300,93.3.12.3 Dialyse,MOTIVATION NATIONALE,None
853,invalid_required_fields,6638300,93.1.5.3.2 Gestion des carrières et des compétences,MOTIVATION NATIONALE,None
855,missing_centre_after_creation,6638300,"93.1. 12.2 Division génie-civil (infrastructures, etc)",MOTIVATION NATIONALE,600000
856,missing_centre_after_creation,6638300,93.1. 12.3 Division biomédicale,MOTIVATION NATIONALE,60000
857,missing_centre_after_creation,6638300,93.1. 12.4 Cellule informatique et télécoms,MOTIVATION NATIONALE,0
858,missing_centre_after_creation,6638300,93.1. 12.5 magasin STM,MOTIVATION NATIONALE,1200000
859,missing_centre_after_creation,6638300,93.1. 13.1 Division hygiène,MOTIVATION NATIONALE,600000
860,missing_centre_after_creation,6638300,93.1. 13.2 Division sécurité,MOTIVATION NATIONALE,1200000
868,invalid_required_fields,6638100,93.3.8.3 endoscopie,AUTRES INDEMNITES,None
880,invalid_required_fields,6638100,93.3.20.2 Hospitalisations Ophtalmologie,AUTRES INDEMNITES,None
902,invalid_required_fields,6638100,93.1.14.1 Pharmacie IB,AUTRES INDEMNITES,None
923,invalid_required_fields,6638100,93.3.12.2 Hospitalisations de jour Néphrologie Hémodialyse,AUTRES INDEMNITES,None
963,missing_centre_after_creation,6638100,"93.1. 12.2 Division génie-civil (infrastructures, etc)",AUTRES INDEMNITES,0
964,missing_centre_after_creation,6638100,93.1. 12.3 Division biomédicale,AUTRES INDEMNITES,0
965,missing_centre_after_creation,6638100,93.1. 12.4 Cellule informatique et télécoms,AUTRES INDEMNITES,0
966,missing_centre_after_creation,6638100,93.1. 12.5 magasin STM,AUTRES INDEMNITES,0
967,missing_centre_after_creation,6638100,93.1. 13.1 Division hygiène,AUTRES INDEMNITES,0
968,missing_centre_after_creation,6638100,93.1. 13.2 Division sécurité,AUTRES INDEMNITES,0
988,invalid_required_fields,6052000,93.3.20.2 Hospitalisations Ophtalmologie,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1010,invalid_required_fields,6052000,93.1.14.1 Pharmacie IB,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1016,invalid_required_fields,6052000,93.3.3.2 Mise en Observations Consultations externes,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1031,invalid_required_fields,6052000,93.3.12.2 Hospitalisations de jour Néphrologie Hémodialyse,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1037,invalid_required_fields,6052000,93.1.1.2.1 CA,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1038,invalid_required_fields,6052000,93.1.1.2.2 CME,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1039,invalid_required_fields,6052000,93.1.1.2.3 CTE,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1040,invalid_required_fields,6052000,93.1.1.2.4 Commission de passation des marchés,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1055,invalid_required_fields,6052000,93.1.11.1 Brancardage,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1056,invalid_required_fields,6052000,93.1.11.2 Division qualité ,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1058,invalid_required_fields,6052000,93.1.11.4.1 CLIN,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1059,invalid_required_fields,6052000,93.1.11.4.2 Comité 5S,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1061,invalid_required_fields,6052000,93.1.9.2 Cellule de communication,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1063,invalid_required_fields,6052000,93.1.9.4 Prise en charge des Cas sociaux,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1064,invalid_required_fields,6052000,93.1.9.5 MAGAL,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1068,invalid_required_fields,6052000,93.1.5.3.1 Bureau formation,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1070,invalid_required_fields,6052000,93.1.5.3.3 CHST,FOURNITURES NON STOCKABLES - ELECTRICITE,None
1071,missing_centre_after_creation,6052000,"93.1. 12.2 Division génie-civil (infrastructures, etc)",FOURNITURES NON STOCKABLES - ELECTRICITE,503491
1072,missing_centre_after_creation,6052000,93.1. 12.3 Division biomédicale,FOURNITURES NON STOCKABLES - ELECTRICITE,302095
1073,missing_centre_after_creation,6052000,93.1. 12.4 Cellule informatique et télécoms,FOURNITURES NON STOCKABLES - ELECTRICITE,302095
